Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount_Dependency,Discount_Risk_Profile,eCLV,Engagement_Score
1707,37,1,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,0,Standard,0,0,25,Venmo,2,0,Full Price Shopper,261,5
1708,25,1,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,0,2-Day Shipping,0,0,25,Cash,2,0,Full Price Shopper,243,7
1709,35,1,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,0,Express,0,0,1,Credit Card,4,0,Full Price Shopper,290,0
1710,45,1,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,0,Standard,0,0,19,Bank Transfer,5,0,Full Price Shopper,498,3
1711,19,1,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,0,Store Pickup,0,0,7,Credit Card,4,0,Full Price Shopper,295,0
1712,21,1,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,0,Express,0,0,19,Credit Card,3,0,Full Price Shopper,372,5
1713,65,1,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,0,2-Day Shipping,0,0,9,Cash,2,0,Full Price Shopper,261,2
1714,49,1,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,0,Free Shipping,0,0,37,PayPal,4,0,Full Price Shopper,110,5
1715,30,1,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,0,Standard,0,0,15,Cash,3,0,Full Price Shopper,284,2
1716,23,1,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,0,2-Day Shipping,0,0,30,PayPal,2,0,Full Price Shopper,207,5
1717,69,1,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,0,Standard,0,0,30,Cash,4,0,Full Price Shopper,235,5
1718,29,1,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,0,Express,0,0,16,Debit Card,2,0,Full Price Shopper,150,5
1719,54,1,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,0,2-Day Shipping,0,0,14,PayPal,4,0,Full Price Shopper,480,0
1720,45,1,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,0,Free Shipping,0,0,8,Venmo,4,0,Full Price Shopper,195,0
1721,25,1,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,0,Express,0,0,40,Debit Card,2,0,Full Price Shopper,252,5
1722,34,1,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,0,Free Shipping,0,0,24,Credit Card,3,0,Full Price Shopper,112,5
1723,46,1,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,0,Standard,0,0,14,Cash,2,0,Full Price Shopper,153,2
1724,70,1,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,0,Standard,0,0,39,PayPal,5,0,Full Price Shopper,120,3
1725,42,1,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,0,Free Shipping,0,0,21,PayPal,1,0,Full Price Shopper,144,5
1726,45,1,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,0,Next Day Air,0,0,32,Venmo,4,0,Full Price Shopper,165,3
1727,57,1,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,0,Express,0,0,45,Debit Card,1,0,Full Price Shopper,56,5
1728,49,1,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,0,Express,0,0,19,PayPal,3,0,Full Price Shopper,212,5
1729,23,1,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,0,Express,0,0,1,Debit Card,4,0,Full Price Shopper,240,2
1730,47,1,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,0,Store Pickup,0,0,12,Venmo,2,0,Full Price Shopper,63,2
1731,23,1,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,0,Free Shipping,0,0,26,Credit Card,1,0,Full Price Shopper,44,7
1732,21,1,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,0,Next Day Air,0,0,12,Cash,3,0,Full Price Shopper,348,0
1733,45,1,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,0,Free Shipping,0,0,36,Cash,4,0,Full Price Shopper,250,3
1734,67,1,Blouse,Clothing,85,New York,L,Black,Summer,3.4,0,Express,0,0,22,Credit Card,5,0,Full Price Shopper,510,3
1735,31,1,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,0,Next Day Air,0,0,16,PayPal,4,0,Full Price Shopper,490,3
1736,58,1,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,0,Express,0,0,31,Venmo,5,0,Full Price Shopper,204,3
1737,57,1,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,0,2-Day Shipping,0,0,43,Cash,4,0,Full Price Shopper,305,3
1738,42,1,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,0,Store Pickup,0,0,50,Venmo,2,0,Full Price Shopper,294,7
1739,60,1,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,0,2-Day Shipping,0,0,37,Credit Card,1,0,Full Price Shopper,122,5
1740,21,1,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,0,Express,0,0,23,Cash,1,0,Full Price Shopper,196,7
1741,69,1,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,0,Next Day Air,0,0,10,Bank Transfer,4,0,Full Price Shopper,105,0
1742,41,1,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,0,Next Day Air,0,0,20,Bank Transfer,3,0,Full Price Shopper,204,3
1743,51,1,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,0,Express,0,0,18,Venmo,4,0,Full Price Shopper,400,5
1744,23,1,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,0,Standard,0,0,3,Bank Transfer,1,0,Full Price Shopper,144,2
1745,57,1,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,0,Standard,0,0,23,PayPal,1,0,Full Price Shopper,126,5
1746,40,1,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,0,Store Pickup,0,0,27,Cash,1,0,Full Price Shopper,54,5
1747,65,1,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,0,Store Pickup,0,0,44,Bank Transfer,2,0,Full Price Shopper,132,5
1748,61,1,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,0,Express,0,0,41,Venmo,4,0,Full Price Shopper,115,3
1749,34,1,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,0,2-Day Shipping,0,0,41,Bank Transfer,5,0,Full Price Shopper,558,3
1750,43,1,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,0,2-Day Shipping,0,0,36,Debit Card,4,0,Full Price Shopper,350,3
1751,31,1,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,0,Express,0,0,38,Venmo,4,0,Full Price Shopper,425,3
1752,57,1,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,0,2-Day Shipping,0,0,34,Cash,5,0,Full Price Shopper,240,3
1753,34,1,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,0,Store Pickup,0,0,14,Venmo,4,0,Full Price Shopper,145,0
1754,25,1,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,0,Next Day Air,0,0,23,Credit Card,2,0,Full Price Shopper,81,7
1755,66,1,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,0,2-Day Shipping,0,0,18,Credit Card,2,0,Full Price Shopper,279,5
1756,56,1,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,0,Next Day Air,0,0,45,Cash,3,0,Full Price Shopper,80,5
1757,49,1,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,0,Free Shipping,0,0,14,Bank Transfer,1,0,Full Price Shopper,110,2
1758,19,1,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,0,Standard,0,0,48,Debit Card,5,0,Full Price Shopper,564,3
1759,27,1,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,0,Free Shipping,0,0,17,Venmo,2,0,Full Price Shopper,168,7
1760,68,1,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,0,Next Day Air,0,0,1,PayPal,1,0,Full Price Shopper,116,4
1761,20,1,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,0,Standard,0,0,39,PayPal,1,0,Full Price Shopper,88,5
1762,21,1,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,0,2-Day Shipping,0,0,24,Cash,1,0,Full Price Shopper,190,7
1763,36,1,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,0,Express,0,0,41,Bank Transfer,2,0,Full Price Shopper,126,5
1764,37,1,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,0,Store Pickup,0,0,28,PayPal,5,0,Full Price Shopper,558,3
1765,61,1,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,0,Store Pickup,0,0,34,Venmo,4,0,Full Price Shopper,280,3
1766,68,1,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,0,2-Day Shipping,0,0,41,Venmo,4,0,Full Price Shopper,440,5
1767,60,1,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,0,2-Day Shipping,0,0,27,Cash,2,0,Full Price Shopper,162,7
1768,69,1,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,0,2-Day Shipping,0,0,46,Debit Card,2,0,Full Price Shopper,267,5
1769,25,1,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,0,2-Day Shipping,0,0,2,PayPal,4,0,Full Price Shopper,225,0
1770,32,1,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,0,Free Shipping,0,0,45,Cash,3,0,Full Price Shopper,300,5
1771,53,1,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,0,Express,0,0,34,Bank Transfer,1,0,Full Price Shopper,44,7
1772,46,1,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,0,Store Pickup,0,0,9,Credit Card,5,0,Full Price Shopper,492,2
1773,58,1,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,0,2-Day Shipping,0,0,1,Bank Transfer,5,0,Full Price Shopper,204,0
1774,21,1,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,0,Free Shipping,0,0,17,PayPal,5,0,Full Price Shopper,552,3
1775,46,1,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,0,Express,0,0,6,PayPal,1,0,Full Price Shopper,156,2
1776,18,1,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,0,2-Day Shipping,0,0,12,Cash,2,0,Full Price Shopper,141,2
1777,56,1,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,0,Free Shipping,0,0,10,Venmo,4,0,Full Price Shopper,320,0
1778,18,1,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,0,Free Shipping,0,0,4,Cash,2,0,Full Price Shopper,132,4
1779,49,1,Belt,Accessories,94,Texas,M,Red,Winter,4.9,0,Store Pickup,0,0,8,Debit Card,2,0,Full Price Shopper,282,4
1780,29,1,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,0,Free Shipping,0,0,41,Venmo,1,0,Full Price Shopper,124,7
1781,67,1,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,0,Next Day Air,0,0,49,Credit Card,1,0,Full Price Shopper,162,7
1782,31,1,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,0,Express,0,0,49,Bank Transfer,4,0,Full Price Shopper,165,3
1783,52,1,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,0,Next Day Air,0,0,40,Bank Transfer,2,0,Full Price Shopper,264,5
1784,42,1,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,0,Free Shipping,0,0,30,Credit Card,3,0,Full Price Shopper,196,3
1785,32,1,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,0,Standard,0,0,4,Debit Card,4,0,Full Price Shopper,155,2
1786,47,1,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,0,Next Day Air,0,0,22,Venmo,3,0,Full Price Shopper,116,5
1787,45,1,Jacket,Outerwear,34,Maryland,M,Brown,Spring,4.6,0,2-Day Shipping,0,0,22,Venmo,3,0,Full Price Shopper,136,5
1788,20,1,Sweater,Clothing,38,Montana,L,Gold,Fall,4.9,0,2-Day Shipping,0,0,10,Bank Transfer,4,0,Full Price Shopper,190,2
1789,66,1,Blouse,Clothing,41,Illinois,L,Pink,Summer,3.1,0,Store Pickup,0,0,23,Cash,2,0,Full Price Shopper,123,5
1790,52,1,Blouse,Clothing,34,Arizona,L,Peach,Spring,3.0,0,2-Day Shipping,0,0,43,Debit Card,4,0,Full Price Shopper,170,3
1791,50,1,Gloves,Accessories,26,North Carolina,S,Violet,Summer,3.7,0,Store Pickup,0,0,31,PayPal,2,0,Full Price Shopper,78,5
1792,62,1,Jeans,Clothing,98,Montana,S,Purple,Winter,4.0,0,Store Pickup,0,0,38,Cash,5,0,Full Price Shopper,588,5
1793,38,1,Sneakers,Footwear,59,Iowa,M,Peach,Fall,3.0,0,Express,0,0,22,Debit Card,4,0,Full Price Shopper,295,3
1794,65,1,Hat,Accessories,92,Iowa,S,White,Fall,3.8,0,Store Pickup,0,0,45,Cash,4,0,Full Price Shopper,460,3
1795,60,1,Backpack,Accessories,40,Ohio,L,Indigo,Spring,3.7,0,Express,0,0,21,Debit Card,2,0,Full Price Shopper,120,5
1796,68,1,Jeans,Clothing,20,Wisconsin,S,Violet,Fall,4.0,0,2-Day Shipping,0,0,9,Debit Card,2,0,Full Price Shopper,60,4
1797,62,1,Skirt,Clothing,35,South Carolina,S,Brown,Spring,3.1,0,Store Pickup,0,0,34,Venmo,1,0,Full Price Shopper,70,5
1798,62,1,Belt,Accessories,35,Oregon,L,Maroon,Spring,3.9,0,2-Day Shipping,0,0,26,Venmo,1,0,Full Price Shopper,70,5
1799,40,1,Dress,Clothing,82,North Dakota,L,Magenta,Winter,3.7,0,Express,0,0,1,Cash,1,0,Full Price Shopper,164,2
1800,32,1,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,0,Express,0,0,47,Venmo,1,0,Full Price Shopper,96,5
1801,22,1,Coat,Outerwear,58,Mississippi,XL,Indigo,Winter,2.7,0,Express,0,0,30,Credit Card,1,0,Full Price Shopper,116,5
1802,33,1,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,0,Express,0,0,48,Debit Card,2,0,Full Price Shopper,171,5
1803,57,1,Shorts,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,0,Store Pickup,0,0,31,Venmo,2,0,Full Price Shopper,288,5
1804,60,1,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,0,Free Shipping,0,0,33,Venmo,2,0,Full Price Shopper,291,5
1805,30,1,Sweater,Clothing,42,Louisiana,L,Peach,Winter,4.4,0,Next Day Air,0,0,39,Credit Card,1,0,Full Price Shopper,84,7
1806,41,1,T-shirt,Clothing,62,Arizona,L,Gold,Spring,4.9,0,Store Pickup,0,0,46,Debit Card,1,0,Full Price Shopper,124,7
1807,58,1,Handbag,Accessories,67,Rhode Island,M,Green,Fall,3.9,0,Standard,0,0,24,Venmo,5,0,Full Price Shopper,402,3
1808,34,1,Sneakers,Footwear,46,Vermont,L,Gold,Summer,3.5,0,Standard,0,0,37,Venmo,2,0,Full Price Shopper,138,5
1809,67,1,Jacket,Outerwear,71,Tennessee,M,Lavender,Spring,4.3,0,Next Day Air,0,0,7,Debit Card,3,0,Full Price Shopper,284,2
1810,58,1,Backpack,Accessories,99,Alaska,S,Blue,Fall,3.4,0,Free Shipping,0,0,6,Debit Card,2,0,Full Price Shopper,297,2
1811,41,1,Jeans,Clothing,28,Maryland,M,Magenta,Fall,2.7,0,Standard,0,0,16,Cash,2,0,Full Price Shopper,84,5
1812,42,1,Belt,Accessories,77,Wisconsin,L,Blue,Summer,3.6,0,Standard,0,0,33,Bank Transfer,5,0,Full Price Shopper,462,3
1813,50,1,Boots,Footwear,63,Nevada,S,Blue,Summer,4.9,0,Express,0,0,18,PayPal,2,0,Full Price Shopper,189,7
1814,40,1,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,0,Free Shipping,0,0,24,PayPal,1,0,Full Price Shopper,124,5
1815,32,1,Jeans,Clothing,92,Montana,M,White,Summer,3.8,0,Free Shipping,0,0,24,Cash,4,0,Full Price Shopper,460,3
1816,51,1,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,0,2-Day Shipping,0,0,48,Credit Card,4,0,Full Price Shopper,360,5
1817,26,1,Hat,Accessories,79,Virginia,M,Purple,Summer,4.0,0,Express,0,0,4,Cash,1,0,Full Price Shopper,158,4
1818,32,1,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,0,Free Shipping,0,0,20,Cash,1,0,Full Price Shopper,54,7
1819,58,1,Sunglasses,Accessories,39,North Carolina,M,White,Fall,3.8,0,Express,0,0,47,Debit Card,4,0,Full Price Shopper,195,3
1820,51,1,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,0,Next Day Air,0,0,50,Cash,4,0,Full Price Shopper,430,5
1821,19,1,Shirt,Clothing,94,Washington,XL,Gold,Fall,5.0,0,Express,0,0,31,PayPal,3,0,Full Price Shopper,376,5
1822,57,1,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,0,Express,0,0,29,PayPal,4,0,Full Price Shopper,265,3
1823,66,1,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,0,Standard,0,0,4,Cash,5,0,Full Price Shopper,510,2
1824,62,1,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,0,Free Shipping,0,0,40,Bank Transfer,2,0,Full Price Shopper,150,7
1825,58,1,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,0,Express,0,0,31,Cash,3,0,Full Price Shopper,188,3
1826,23,1,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,0,Next Day Air,0,0,41,Credit Card,1,0,Full Price Shopper,150,7
1827,45,1,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,0,Express,0,0,44,Debit Card,5,0,Full Price Shopper,360,5
1828,20,1,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,0,2-Day Shipping,0,0,31,Bank Transfer,1,0,Full Price Shopper,72,7
1829,33,1,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,0,Express,0,0,45,Cash,4,0,Full Price Shopper,400,3
1830,30,1,Hat,Accessories,96,Oregon,M,White,Spring,4.9,0,2-Day Shipping,0,0,50,Credit Card,4,0,Full Price Shopper,480,5
1831,50,1,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,0,Express,0,0,7,Venmo,5,0,Full Price Shopper,480,2
1832,62,1,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,0,Free Shipping,0,0,5,Bank Transfer,4,0,Full Price Shopper,355,0
1833,69,1,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,0,Free Shipping,0,0,48,Cash,3,0,Full Price Shopper,116,5
1834,34,1,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,0,2-Day Shipping,0,0,19,PayPal,2,0,Full Price Shopper,159,7
1835,49,1,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,0,2-Day Shipping,0,0,39,Venmo,2,0,Full Price Shopper,105,7
1836,65,1,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,0,2-Day Shipping,0,0,45,Credit Card,4,0,Full Price Shopper,375,3
1837,66,1,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,0,2-Day Shipping,0,0,35,Credit Card,3,0,Full Price Shopper,208,5
1838,41,1,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,0,Free Shipping,0,0,8,Venmo,3,0,Full Price Shopper,308,2
1839,37,1,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,0,Next Day Air,0,0,11,Credit Card,4,0,Full Price Shopper,120,2
1840,32,1,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,0,Store Pickup,0,0,32,Cash,5,0,Full Price Shopper,468,3
1841,42,1,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,0,Store Pickup,0,0,46,Bank Transfer,4,0,Full Price Shopper,490,3
1842,31,1,Socks,Clothing,57,Vermont,L,Blue,Winter,3.0,0,Standard,0,0,7,PayPal,4,0,Full Price Shopper,285,0
1843,61,1,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,0,Express,0,0,1,Debit Card,5,0,Full Price Shopper,468,2
1844,36,1,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,0,Next Day Air,0,0,32,Credit Card,3,0,Full Price Shopper,304,5
1845,60,1,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,0,2-Day Shipping,0,0,31,Credit Card,5,0,Full Price Shopper,156,3
1846,51,1,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,0,2-Day Shipping,0,0,39,Bank Transfer,4,0,Full Price Shopper,390,3
1847,68,1,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,0,Standard,0,0,9,Venmo,4,0,Full Price Shopper,265,0
1848,46,1,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,0,Free Shipping,0,0,49,Credit Card,1,0,Full Price Shopper,200,7
1849,19,1,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,0,Express,0,0,34,Cash,4,0,Full Price Shopper,365,3
1850,30,1,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,0,Store Pickup,0,0,35,Bank Transfer,3,0,Full Price Shopper,160,5
1851,51,1,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,0,Store Pickup,0,0,50,Debit Card,1,0,Full Price Shopper,152,5
1852,28,1,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,0,Free Shipping,0,0,4,Bank Transfer,2,0,Full Price Shopper,240,2
1853,41,1,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,0,Store Pickup,0,0,32,Cash,1,0,Full Price Shopper,160,5
1854,29,1,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,0,Express,0,0,11,PayPal,2,0,Full Price Shopper,201,2
1855,25,1,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,0,Express,0,0,49,Credit Card,5,0,Full Price Shopper,366,3
1856,60,1,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,0,Standard,0,0,9,Cash,5,0,Full Price Shopper,456,2
1857,63,1,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,0,Free Shipping,0,0,30,PayPal,2,0,Full Price Shopper,165,5
1858,51,1,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4.0,0,Next Day Air,0,0,33,Cash,3,0,Full Price Shopper,340,5
1859,22,1,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,0,2-Day Shipping,0,0,8,Debit Card,5,0,Full Price Shopper,414,2
1860,54,1,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,0,Store Pickup,0,0,29,Debit Card,2,0,Full Price Shopper,78,5
1861,18,1,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,0,Next Day Air,0,0,4,Credit Card,3,0,Full Price Shopper,256,2
1862,29,1,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,0,Standard,0,0,19,Debit Card,3,0,Full Price Shopper,240,3
1863,59,1,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,0,Express,0,0,10,PayPal,2,0,Full Price Shopper,108,4
1864,25,1,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,0,2-Day Shipping,0,0,39,Debit Card,3,0,Full Price Shopper,84,5
1865,19,1,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,0,2-Day Shipping,0,0,21,Venmo,4,0,Full Price Shopper,360,3
1866,56,1,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,0,Store Pickup,0,0,12,Bank Transfer,3,0,Full Price Shopper,248,0
1867,31,1,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,0,Standard,0,0,9,Credit Card,2,0,Full Price Shopper,132,4
1868,45,1,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,0,2-Day Shipping,0,0,20,Venmo,4,0,Full Price Shopper,260,3
1869,23,1,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,0,Next Day Air,0,0,44,Cash,2,0,Full Price Shopper,174,7
1870,18,1,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,0,2-Day Shipping,0,0,16,Debit Card,4,0,Full Price Shopper,385,3
1871,43,1,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,0,Store Pickup,0,0,27,Debit Card,2,0,Full Price Shopper,297,7
1872,56,1,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,0,Standard,0,0,14,Cash,4,0,Full Price Shopper,480,0
1873,43,1,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,0,Standard,0,0,24,Credit Card,3,0,Full Price Shopper,256,5
1874,64,1,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,0,Express,0,0,49,Bank Transfer,1,0,Full Price Shopper,88,5
1875,67,1,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,0,Free Shipping,0,0,14,Cash,1,0,Full Price Shopper,66,2
1876,63,1,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,0,Next Day Air,0,0,6,Credit Card,4,0,Full Price Shopper,355,0
1877,54,1,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,0,Standard,0,0,20,Venmo,4,0,Full Price Shopper,180,3
1878,69,1,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,0,Express,0,0,3,Credit Card,5,0,Full Price Shopper,372,0
1879,34,1,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,0,Store Pickup,0,0,5,Credit Card,3,0,Full Price Shopper,116,0
1880,56,1,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,0,Express,0,0,46,Cash,2,0,Full Price Shopper,99,5
1881,34,1,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,0,2-Day Shipping,0,0,8,Debit Card,3,0,Full Price Shopper,132,0
1882,58,1,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,0,Standard,0,0,13,Cash,2,0,Full Price Shopper,123,4
1883,44,1,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5.0,0,Store Pickup,0,0,25,Bank Transfer,4,0,Full Price Shopper,270,5
1884,25,1,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,0,Store Pickup,0,0,39,Debit Card,2,0,Full Price Shopper,174,7
1885,27,1,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,0,Next Day Air,0,0,15,Bank Transfer,2,0,Full Price Shopper,90,4
1886,26,1,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,0,Standard,0,0,35,Cash,3,0,Full Price Shopper,212,5
1887,18,1,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,0,Next Day Air,0,0,46,Cash,2,0,Full Price Shopper,273,7
1888,64,1,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,0,Express,0,0,3,PayPal,3,0,Full Price Shopper,176,0
1889,62,1,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,0,Free Shipping,0,0,48,Credit Card,1,0,Full Price Shopper,178,5
